transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,is_fraud_simulated,fraud_pattern
TXN02793,2026-01-29 12:20:04,USR00443,USR00256,1181.05,Education,P2M,Delhi,Web,PhonePe,0,
TXN09114,2026-01-29 12:21:09,USR00488,USR00358,114.62,Food Delivery,P2M,Bengaluru,Tablet,BHIM,0,
TXN03886,2026-01-29 12:25:02,USR00084,USR00326,2446.12,Entertainment,P2P,Ahmedabad,iPhone,Paytm,0,
TXN03326,2026-01-29 12:48:31,USR00395,USR00181,1948.61,Fuel,P2P,Delhi,Web,AmazonPay,0,
TXN07850,2026-01-29 12:49:17,USR00309,USR00273,10170.92,Entertainment,P2P,Chennai,iPhone,BHIM,0,
TXN05798,2026-01-29 12:55:57,USR00339,USR00337,8237.42,Grocery,P2M,Mumbai,Tablet,AmazonPay,0,
TXN00076,2026-01-29 12:56:18,USR00389,USR00314,146.52,Utilities,P2P,Mumbai,iPhone,GPay,0,
TXN02390,2026-01-29 13:30:51,USR00474,USR00060,214.44,Food Delivery,P2P,Pune,Web,BHIM,0,
TXN04463,2026-01-29 13:39:06,USR00038,USR00491,425.45,Entertainment,P2P,Jaipur,iPhone,PhonePe,0,
TXN08932,2026-01-29 13:40:48,USR00102,USR00160,886.16,Rent,P2P,Chennai,Tablet,BHIM,0,
TXN06428,2026-01-29 13:48:35,USR00461,USR00198,703.05,Shopping,P2P,Nagpur,Tablet,AmazonPay,0,
TXN03952,2026-01-29 13:58:53,USR00261,USR00155,5292.9,Food Delivery,P2P,Hyderabad,iPhone,Paytm,0,
TXN06244,2026-01-29 14:06:59,USR00294,USR00284,443.33,Grocery,P2P,Delhi,Android_Phone,Paytm,0,
TXN02121,2026-01-29 14:08:49,USR00312,USR00211,297.63,Rent,P2P,Jaipur,Tablet,PhonePe,0,
TXN04137,2026-01-29 14:17:40,USR00340,USR00088,610.01,Fuel,P2M,Jaipur,Tablet,PhonePe,0,
TXN01724,2026-01-29 14:18:49,USR00055,USR00194,36.63,Healthcare,P2M,Lucknow,Tablet,Paytm,0,
TXN05005,2026-01-29 14:28:47,USR00402,USR00409,2189.26,Utilities,P2P,Kolkata,Tablet,PhonePe,0,
TXN00514,2026-01-29 14:31:43,USR00417,USR00052,14332.34,Utilities,P2M,Mumbai,iPhone,PhonePe,0,
TXN06529,2026-01-29 14:43:53,USR00367,USR00423,1434.87,Fuel,P2P,Surat,iPhone,AmazonPay,0,
TXN01523,2026-01-29 14:52:01,USR00412,USR00246,1807.72,Education,P2M,Jaipur,Tablet,GPay,0,
TXN01840,2026-01-29 15:10:51,USR00377,USR00490,718.48,Entertainment,P2P,Bengaluru,Android_Phone,BHIM,0,
TXN02677,2026-01-29 15:24:54,USR00486,USR00179,276.07,Grocery,P2M,Pune,Android_Phone,Paytm,0,
TXN03602,2026-01-29 15:28:47,USR00036,USR00158,146.78,Fuel,P2M,Nagpur,Android_Phone,Paytm,0,
TXN07619,2026-01-29 15:29:09,USR00249,USR00459,13009.54,P2P Transfer,P2P,Nagpur,iPhone,PhonePe,0,
TXN03181,2026-01-29 15:51:58,USR00161,USR00365,78.97,Education,P2M,Mumbai,Android_Phone,BHIM,0,
TXN06197,2026-01-29 16:09:17,USR00348,USR00301,324.31,Entertainment,P2P,Pune,Tablet,AmazonPay,0,
TXN08019,2026-01-29 16:10:25,USR00090,USR00202,396.39,Fuel,P2M,Jaipur,Tablet,Paytm,0,
TXN04348,2026-01-29 16:13:13,USR00266,USR00054,16632.75,Utilities,P2M,Lucknow,iPhone,PhonePe,0,
TXN05823,2026-01-29 16:29:04,USR00376,USR00022,16025.07,Healthcare,P2M,Surat,iPhone,AmazonPay,0,
TXN00152,2026-01-29 16:35:26,USR00351,USR00037,367.29,Healthcare,P2P,Ahmedabad,Web,AmazonPay,0,
TXN02339,2026-01-29 16:38:17,USR00175,USR00169,1910.74,Healthcare,P2P,Bengaluru,Tablet,PhonePe,0,
TXN05131,2026-01-29 16:53:31,USR00007,USR00335,115.81,Shopping,P2M,Lucknow,iPhone,BHIM,0,
TXN05337,2026-01-29 16:54:43,USR00436,USR00229,5069.3,Shopping,P2P,Chennai,Web,GPay,0,
TXN01794,2026-01-29 16:55:44,USR00206,USR00138,8276.65,Fuel,P2M,Pune,iPhone,Paytm,0,
TXN04787,2026-01-29 17:02:17,USR00259,USR00468,1999.03,Food Delivery,P2M,Pune,Tablet,Paytm,0,
TXN02244,2026-01-29 17:05:04,USR00203,USR00123,319.13,Travel,P2M,Delhi,Android_Phone,Paytm,0,
TXN01279,2026-01-29 17:09:18,USR00274,USR00112,12960.01,Healthcare,P2M,Mumbai,iPhone,Paytm,0,
TXN06822,2026-01-29 17:11:43,USR00406,USR00323,430.77,Food Delivery,P2M,Lucknow,Tablet,PhonePe,0,
TXN03808,2026-01-29 17:46:44,USR00178,USR00031,278.23,P2P Transfer,P2M,Surat,Web,GPay,0,
TXN00053,2026-01-29 18:04:51,USR00304,USR00346,1617.92,Healthcare,P2M,Surat,iPhone,BHIM,0,
TXN07171,2026-01-29 18:14:13,USR00435,USR00166,8869.62,Education,P2M,Chennai,Tablet,BHIM,0,
TXN03309,2026-01-29 18:16:21,USR00129,USR00466,9102.32,Food Delivery,P2M,Ahmedabad,Web,PhonePe,0,
TXN06040,2026-01-29 18:40:01,USR00325,USR00131,1065.33,Travel,P2P,Nagpur,Android_Phone,PhonePe,0,
TXN04381,2026-01-29 18:43:39,USR00304,USR00137,1573.03,Travel,P2M,Surat,iPhone,BHIM,0,
TXN04320,2026-01-29 18:43:47,USR00194,USR00411,5032.74,Fuel,P2M,Delhi,Android_Phone,AmazonPay,0,
TXN00628,2026-01-29 18:58:56,USR00335,USR00260,219.27,Healthcare,P2P,Delhi,Android_Phone,AmazonPay,0,
TXN06158,2026-01-29 19:01:32,USR00309,USR00326,8271.59,Education,P2M,Chennai,iPhone,BHIM,0,
TXN05213,2026-01-29 19:03:22,USR00292,USR00264,344.61,Education,P2P,Jaipur,Android_Phone,PhonePe,0,
TXN08542,2026-01-29 19:07:11,USR00230,USR00147,10984.44,Grocery,P2M,Jaipur,iPhone,PhonePe,0,
TXN08589,2026-01-29 19:21:01,USR00459,USR00387,12002.96,Utilities,P2M,Pune,Tablet,PhonePe,0,
TXN02837,2026-01-29 19:32:05,USR00473,USR00294,12746.8,Travel,P2P,Hyderabad,Web,AmazonPay,0,
TXN01191,2026-01-29 19:37:27,USR00299,USR00045,407.62,Food Delivery,P2M,Nagpur,Web,PhonePe,0,
TXN03334,2026-01-29 19:44:29,USR00160,USR00191,8647.46,Grocery,P2M,Lucknow,Web,Paytm,0,
TXN01444,2026-01-29 19:47:58,USR00230,USR00250,11578.67,Education,P2M,Jaipur,iPhone,PhonePe,0,
TXN02616,2026-01-29 19:54:07,USR00192,USR00285,1727.81,Utilities,P2M,Mumbai,Tablet,BHIM,0,
TXN00123,2026-01-29 20:01:50,USR00252,USR00158,1625.54,Utilities,P2M,Hyderabad,iPhone,AmazonPay,0,
TXN07963,2026-01-29 20:04:49,USR00139,USR00410,2502.59,Shopping,P2P,Jaipur,Web,GPay,0,
TXN05463,2026-01-29 20:21:41,USR00192,USR00271,2288.18,Rent,P2M,Mumbai,Tablet,BHIM,0,
TXN05624,2026-01-29 20:28:36,USR00442,USR00067,845.85,Utilities,P2P,Pune,Android_Phone,Paytm,0,
TXN06550,2026-01-29 21:17:00,USR00201,USR00111,168.83,Food Delivery,P2M,Delhi,iPhone,BHIM,0,
TXN02220,2026-01-29 21:20:13,USR00070,USR00299,1151.51,Fuel,P2M,Hyderabad,Tablet,BHIM,0,
TXN05738,2026-01-29 21:23:38,USR00080,USR00135,12390.09,Food Delivery,P2M,Delhi,iPhone,BHIM,0,
TXN03234,2026-01-29 21:35:55,USR00327,USR00375,11216.24,Education,P2M,Lucknow,Tablet,Paytm,0,
TXN09640,2026-01-29 21:40:47,USR00104,USR00122,1488.85,Food Delivery,P2M,Surat,Web,Paytm,1,"new_receiver,high_amount"
TXN02094,2026-01-29 21:50:08,USR00201,USR00258,262.93,Grocery,P2M,Delhi,iPhone,BHIM,0,
TXN01056,2026-01-29 21:54:25,USR00257,USR00130,184.8,Education,P2M,Ahmedabad,Android_Phone,AmazonPay,0,
TXN05348,2026-01-29 21:54:52,USR00163,USR00460,1059.47,Food Delivery,P2M,Lucknow,Tablet,GPay,0,
TXN09843,2026-01-29 22:19:34,USR00046,USR00417,12917.28,Education,P2M,Jaipur,Tablet,Paytm,1,new_receiver
TXN05711,2026-01-29 22:30:12,USR00021,USR00206,16370.01,Travel,P2M,Surat,Android_Phone,AmazonPay,0,
TXN03121,2026-01-29 22:48:22,USR00011,USR00191,15453.95,Travel,P2P,Surat,Web,AmazonPay,0,
TXN09113,2026-01-29 22:52:14,USR00181,USR00280,815.5,Healthcare,P2P,Delhi,Web,PhonePe,0,
TXN07679,2026-01-29 22:53:27,USR00105,USR00188,363.75,Grocery,P2M,Delhi,iPhone,Paytm,0,
TXN09588,2026-01-30 06:01:36,USR00411,USR00239,1916.17,Education,P2P,Chennai,iPhone,Paytm,1,new_device
TXN06686,2026-01-30 06:21:14,USR00290,USR00428,112.28,P2P Transfer,P2M,Ahmedabad,Tablet,GPay,0,
TXN03111,2026-01-30 06:23:56,USR00309,USR00351,12119.92,Food Delivery,P2P,Chennai,iPhone,BHIM,0,
TXN06273,2026-01-30 06:24:50,USR00041,USR00356,11998.09,Fuel,P2P,Pune,Tablet,AmazonPay,0,
TXN02370,2026-01-30 06:34:14,USR00087,USR00112,74.16,Grocery,P2M,Pune,Web,Paytm,0,
TXN09808,2026-01-30 06:34:59,USR00049,USR00450,2958.3,Shopping,P2P,Chennai,Android_Phone,GPay,1,"new_receiver,rapid_burst"
TXN01006,2026-01-30 06:48:59,USR00153,USR00247,1312.66,Healthcare,P2M,Surat,Web,BHIM,0,
TXN02984,2026-01-30 06:50:48,USR00456,USR00381,10257.75,Entertainment,P2M,Kolkata,Web,Paytm,0,
TXN03587,2026-01-30 07:22:40,USR00075,USR00361,3792.74,Food Delivery,P2M,Ahmedabad,iPhone,BHIM,0,
TXN04291,2026-01-30 07:51:14,USR00052,USR00412,11628.07,Grocery,P2P,Nagpur,Android_Phone,GPay,0,
TXN09681,2026-01-30 07:54:34,USR00088,USR00046,17317.35,Grocery,P2M,Lucknow,Android_Phone,Paytm,1,high_amount
TXN02924,2026-01-30 08:05:22,USR00333,USR00206,2036.17,P2P Transfer,P2P,Mumbai,Web,PhonePe,0,
TXN00823,2026-01-30 08:06:42,USR00015,USR00109,3077.61,Education,P2M,Hyderabad,iPhone,AmazonPay,0,
TXN06885,2026-01-30 08:06:44,USR00241,USR00050,5050.98,Grocery,P2M,Chennai,Tablet,BHIM,0,
TXN06462,2026-01-30 08:07:20,USR00122,USR00043,307.38,Entertainment,P2M,Hyderabad,Web,Paytm,0,
TXN08708,2026-01-30 08:14:43,USR00151,USR00273,345.6,Fuel,P2P,Surat,iPhone,PhonePe,0,
TXN00902,2026-01-30 08:19:31,USR00483,USR00198,12458.76,Grocery,P2M,Nagpur,iPhone,AmazonPay,0,
TXN04593,2026-01-30 08:31:45,USR00239,USR00249,5505.78,Grocery,P2M,Nagpur,Web,AmazonPay,0,
TXN04312,2026-01-30 08:33:21,USR00455,USR00285,2613.28,Entertainment,P2P,Chennai,iPhone,GPay,0,
TXN02253,2026-01-30 08:34:50,USR00029,USR00183,493.85,Grocery,P2P,Chennai,Web,PhonePe,0,
TXN06303,2026-01-30 08:35:57,USR00415,USR00320,9748.76,Grocery,P2P,Pune,Tablet,AmazonPay,0,
TXN08576,2026-01-30 08:48:39,USR00449,USR00004,848.79,Travel,P2P,Mumbai,Web,Paytm,0,
TXN04808,2026-01-30 09:15:10,USR00238,USR00323,549.03,Education,P2P,Ahmedabad,Tablet,BHIM,0,
TXN06015,2026-01-30 09:15:43,USR00449,USR00335,872.07,Utilities,P2P,Mumbai,Web,Paytm,0,
TXN05954,2026-01-30 09:28:42,USR00168,USR00407,486.86,Rent,P2M,Chennai,Tablet,Paytm,0,
TXN07910,2026-01-30 09:41:29,USR00425,USR00352,2157.01,Fuel,P2M,Ahmedabad,Web,Paytm,0,
TXN02711,2026-01-30 09:45:15,USR00460,USR00313,891.87,Entertainment,P2M,Lucknow,Android_Phone,AmazonPay,0,
TXN02976,2026-01-30 10:14:11,USR00328,USR00332,14688.58,Food Delivery,P2M,Nagpur,Tablet,PhonePe,0,
TXN05009,2026-01-30 10:31:25,USR00328,USR00453,12121.9,Grocery,P2M,Nagpur,Tablet,PhonePe,0,
TXN00455,2026-01-30 11:01:39,USR00257,USR00085,171.93,Entertainment,P2P,Ahmedabad,Android_Phone,AmazonPay,0,
TXN06962,2026-01-30 11:03:13,USR00369,USR00256,426.08,Utilities,P2M,Bengaluru,Web,AmazonPay,0,
TXN03896,2026-01-30 11:14:14,USR00229,USR00214,12669.87,Rent,P2M,Nagpur,Web,AmazonPay,0,
TXN01092,2026-01-30 11:15:37,USR00031,USR00055,1357.15,Education,P2M,Hyderabad,iPhone,BHIM,0,
TXN09197,2026-01-30 11:28:11,USR00003,USR00373,2491.86,Healthcare,P2M,Lucknow,Web,AmazonPay,0,
TXN04874,2026-01-30 11:29:28,USR00318,USR00485,478.56,Food Delivery,P2P,Pune,Web,BHIM,0,
TXN02965,2026-01-30 11:41:50,USR00385,USR00396,9703.97,Grocery,P2P,Hyderabad,Tablet,BHIM,0,
TXN05658,2026-01-30 12:07:09,USR00189,USR00148,13375.43,Shopping,P2M,Mumbai,iPhone,AmazonPay,0,
TXN03753,2026-01-30 12:08:25,USR00228,USR00344,851.94,Food Delivery,P2M,Lucknow,Tablet,Paytm,0,
TXN01482,2026-01-30 12:17:23,USR00130,USR00114,381.89,Education,P2P,Kolkata,iPhone,GPay,0,
TXN01637,2026-01-30 12:47:02,USR00421,USR00348,2406.61,Utilities,P2P,Jaipur,Android_Phone,Paytm,0,
TXN05818,2026-01-30 12:58:22,USR00007,USR00255,96.58,Rent,P2P,Lucknow,iPhone,BHIM,0,
TXN07094,2026-01-30 12:59:51,USR00457,USR00118,8346.9,Fuel,P2M,Lucknow,Web,GPay,0,
TXN00586,2026-01-30 13:07:08,USR00096,USR00416,1704.67,Grocery,P2M,Delhi,iPhone,Paytm,0,
TXN04428,2026-01-30 13:14:52,USR00349,USR00376,20699.05,Entertainment,P2M,Bengaluru,Android_Phone,BHIM,0,
TXN00639,2026-01-30 13:24:05,USR00272,USR00255,10743.4,Healthcare,P2P,Lucknow,Android_Phone,AmazonPay,0,
TXN03758,2026-01-30 13:45:09,USR00064,USR00267,214.82,Education,P2P,Lucknow,Tablet,BHIM,0,
TXN03451,2026-01-30 13:50:50,USR00427,USR00397,1539.7,Utilities,P2M,Jaipur,Web,AmazonPay,0,
TXN00663,2026-01-30 13:56:13,USR00040,USR00322,2537.87,Utilities,P2M,Ahmedabad,Android_Phone,BHIM,0,
TXN03777,2026-01-30 14:03:38,USR00400,USR00241,549.57,Entertainment,P2P,Pune,Web,Paytm,0,
TXN09831,2026-01-30 14:21:04,USR00412,USR00158,2212.51,P2P Transfer,P2P,Ahmedabad,Tablet,GPay,1,new_location
TXN06233,2026-01-30 14:32:57,USR00410,USR00126,1589.86,Shopping,P2P,Delhi,iPhone,BHIM,0,
TXN04924,2026-01-30 14:40:04,USR00259,USR00468,3042.63,Food Delivery,P2M,Pune,Tablet,Paytm,0,
TXN01562,2026-01-30 15:02:14,USR00002,USR00390,1875.95,Shopping,P2M,Chennai,Tablet,Paytm,0,
TXN02262,2026-01-30 15:47:37,USR00040,USR00367,2442.71,Entertainment,P2M,Ahmedabad,Android_Phone,BHIM,0,
TXN04436,2026-01-30 15:55:38,USR00085,USR00300,498.85,Entertainment,P2P,Delhi,iPhone,BHIM,0,
TXN08717,2026-01-30 16:12:14,USR00320,USR00024,12326.83,Entertainment,P2P,Jaipur,Web,GPay,0,
TXN04704,2026-01-30 16:17:24,USR00341,USR00203,7023.47,Grocery,P2M,Lucknow,Tablet,Paytm,0,
TXN00888,2026-01-30 16:29:20,USR00124,USR00432,1864.2,Shopping,P2M,Delhi,iPhone,AmazonPay,0,
TXN04226,2026-01-30 16:31:28,USR00194,USR00411,4565.27,Entertainment,P2P,Delhi,Android_Phone,AmazonPay,0,
TXN04861,2026-01-30 16:32:05,USR00083,USR00125,9813.94,Grocery,P2M,Kolkata,Web,AmazonPay,0,
TXN02169,2026-01-30 16:36:44,USR00013,USR00386,324.84,Shopping,P2M,Pune,Tablet,BHIM,0,
TXN07150,2026-01-30 17:12:13,USR00422,USR00184,809.89,Rent,P2M,Ahmedabad,Web,PhonePe,0,
TXN09894,2026-01-30 17:38:57,USR00252,USR00100,1666.61,Food Delivery,P2P,Hyderabad,iPhone,AmazonPay,1,new_receiver
TXN02380,2026-01-30 18:48:23,USR00137,USR00158,199.52,Fuel,P2P,Mumbai,iPhone,AmazonPay,0,
TXN02648,2026-01-30 19:01:00,USR00061,USR00385,11838.05,P2P Transfer,P2P,Nagpur,Web,BHIM,0,
TXN01816,2026-01-30 19:04:15,USR00300,USR00069,2363.96,Rent,P2P,Nagpur,Web,AmazonPay,0,
TXN05070,2026-01-30 19:20:20,USR00478,USR00427,2520.1,Food Delivery,P2M,Nagpur,Tablet,Paytm,0,
TXN05662,2026-01-30 19:41:14,USR00061,USR00326,16051.46,Fuel,P2M,Nagpur,Web,BHIM,0,
TXN00070,2026-01-30 19:49:07,USR00382,USR00278,1397.1,Shopping,P2P,Delhi,iPhone,Paytm,0,
TXN08368,2026-01-30 20:14:14,USR00239,USR00249,7384.95,Shopping,P2P,Nagpur,Web,AmazonPay,0,
TXN07641,2026-01-30 20:17:18,USR00086,USR00294,3162.74,Shopping,P2P,Kolkata,iPhone,BHIM,0,
TXN04758,2026-01-30 20:25:48,USR00440,USR00334,9564.74,P2P Transfer,P2P,Delhi,Tablet,AmazonPay,0,
TXN05504,2026-01-30 20:37:52,USR00097,USR00443,1391.65,Travel,P2M,Bengaluru,Web,GPay,0,
TXN04315,2026-01-30 20:38:38,USR00293,USR00040,412.53,P2P Transfer,P2M,Bengaluru,iPhone,BHIM,0,
TXN03912,2026-01-30 20:38:45,USR00002,USR00110,1449.23,Entertainment,P2P,Chennai,Tablet,Paytm,0,
TXN03944,2026-01-30 20:46:29,USR00239,USR00486,6197.23,P2P Transfer,P2M,Nagpur,Web,AmazonPay,0,
TXN01763,2026-01-30 20:55:52,USR00388,USR00089,1266.55,Shopping,P2P,Nagpur,Web,BHIM,0,
TXN09902,2026-01-30 21:00:01,USR00275,USR00336,12949.84,P2P Transfer,P2M,Jaipur,iPhone,PhonePe,1,new_location
TXN03270,2026-01-30 21:03:59,USR00318,USR00464,621.6,Shopping,P2M,Pune,Web,BHIM,0,
TXN08782,2026-01-30 21:26:18,USR00425,USR00010,2493.46,Fuel,P2P,Ahmedabad,Web,Paytm,0,
TXN07115,2026-01-30 21:34:54,USR00151,USR00047,198.17,Grocery,P2P,Surat,iPhone,PhonePe,0,
TXN01427,2026-01-30 21:45:28,USR00443,USR00256,1279.1,Food Delivery,P2P,Delhi,Web,PhonePe,0,
TXN09036,2026-01-30 22:07:05,USR00081,USR00035,13946.96,Healthcare,P2M,Jaipur,Tablet,PhonePe,0,
TXN06471,2026-01-30 22:38:15,USR00427,USR00397,1459.16,Shopping,P2P,Jaipur,Web,AmazonPay,0,
TXN07561,2026-01-30 22:46:40,USR00278,USR00470,488.18,Utilities,P2P,Bengaluru,iPhone,Paytm,0,
TXN09924,2026-01-31 03:10:05,USR00071,USR00082,180.66,Entertainment,P2M,Surat,Web,Paytm,1,"odd_hour,rapid_burst"
TXN09661,2026-01-31 03:23:05,USR00094,USR00486,22401.7,Utilities,P2P,Pune,Web,GPay,1,"high_amount,odd_hour"
TXN05434,2026-01-31 06:16:01,USR00201,USR00258,304.5,P2P Transfer,P2M,Delhi,iPhone,BHIM,0,
TXN06908,2026-01-31 06:24:18,USR00308,USR00348,1604.3,Education,P2M,Surat,Tablet,BHIM,0,
TXN04015,2026-01-31 06:57:12,USR00144,USR00134,184.06,P2P Transfer,P2M,Jaipur,Tablet,Paytm,0,
TXN07675,2026-01-31 07:01:42,USR00174,USR00152,144.34,Healthcare,P2P,Mumbai,Web,AmazonPay,0,
TXN07889,2026-01-31 07:17:53,USR00011,USR00390,10382.5,Rent,P2M,Surat,Web,AmazonPay,0,
TXN00640,2026-01-31 07:23:00,USR00359,USR00044,9458.77,Grocery,P2M,Hyderabad,Android_Phone,BHIM,0,
TXN06921,2026-01-31 07:32:41,USR00320,USR00055,9659.98,Food Delivery,P2M,Jaipur,Web,GPay,0,
TXN08358,2026-01-31 07:41:14,USR00075,USR00212,3653.25,Fuel,P2P,Ahmedabad,iPhone,BHIM,0,
TXN07745,2026-01-31 07:43:17,USR00007,USR00202,103.12,Rent,P2M,Lucknow,iPhone,BHIM,0,
TXN09276,2026-01-31 07:49:17,USR00483,USR00235,8099.96,Grocery,P2M,Nagpur,iPhone,AmazonPay,0,
TXN05863,2026-01-31 07:55:28,USR00443,USR00222,1505.17,Entertainment,P2M,Delhi,Web,PhonePe,0,
TXN08208,2026-01-31 08:06:53,USR00093,USR00380,2413.25,Education,P2M,Surat,Web,BHIM,0,
TXN01914,2026-01-31 08:23:43,USR00048,USR00172,2288.71,Utilities,P2P,Kolkata,Web,BHIM,0,
TXN06171,2026-01-31 08:24:51,USR00262,USR00325,2644.91,Grocery,P2P,Mumbai,Tablet,GPay,0,
TXN00305,2026-01-31 08:51:47,USR00232,USR00140,82.18,Fuel,P2M,Hyderabad,iPhone,AmazonPay,0,
TXN08346,2026-01-31 08:57:31,USR00041,USR00356,10281.45,P2P Transfer,P2P,Pune,Tablet,AmazonPay,0,
TXN04606,2026-01-31 09:14:20,USR00321,USR00078,136.72,Grocery,P2P,Jaipur,Android_Phone,GPay,0,
TXN08006,2026-01-31 09:17:21,USR00445,USR00176,1304.35,Food Delivery,P2M,Pune,Web,Paytm,0,
TXN01215,2026-01-31 09:20:34,USR00189,USR00148,7434.63,Food Delivery,P2P,Mumbai,iPhone,AmazonPay,0,
TXN01736,2026-01-31 09:37:50,USR00277,USR00028,14691.2,Travel,P2M,Bengaluru,Web,PhonePe,0,
TXN08338,2026-01-31 09:44:07,USR00076,USR00212,4056.27,Grocery,P2M,Delhi,iPhone,Paytm,0,
TXN04618,2026-01-31 09:53:09,USR00144,USR00467,160.64,Entertainment,P2P,Jaipur,Tablet,Paytm,0,
TXN06361,2026-01-31 10:26:35,USR00327,USR00449,9897.87,Healthcare,P2M,Lucknow,Tablet,Paytm,0,
TXN03627,2026-01-31 10:42:04,USR00314,USR00399,16299.89,Entertainment,P2M,Bengaluru,iPhone,GPay,0,
TXN08565,2026-01-31 10:51:02,USR00061,USR00326,16193.46,Entertainment,P2P,Nagpur,Web,BHIM,0,
TXN02174,2026-01-31 11:09:10,USR00423,USR00202,494.08,Rent,P2M,Hyderabad,iPhone,GPay,0,
TXN08722,2026-01-31 11:13:04,USR00478,USR00427,2946.8,P2P Transfer,P2P,Nagpur,Tablet,Paytm,0,
TXN06258,2026-01-31 11:15:36,USR00212,USR00401,299.29,Shopping,P2M,Lucknow,Android_Phone,BHIM,0,
TXN04083,2026-01-31 11:29:59,USR00047,USR00013,1492.53,Shopping,P2M,Ahmedabad,iPhone,BHIM,0,
TXN00197,2026-01-31 11:38:07,USR00452,USR00031,2253.41,Fuel,P2M,Pune,Web,BHIM,0,
TXN00245,2026-01-31 11:49:55,USR00130,USR00114,317.89,Food Delivery,P2P,Kolkata,iPhone,GPay,0,
TXN00195,2026-01-31 12:07:36,USR00203,USR00129,397.76,Travel,P2P,Delhi,Android_Phone,Paytm,0,
TXN02809,2026-01-31 12:21:46,USR00443,USR00357,1089.3,Utilities,P2P,Delhi,Web,PhonePe,0,
TXN00388,2026-01-31 12:23:51,USR00156,USR00167,8133.63,Rent,P2P,Pune,Tablet,AmazonPay,0,
TXN08106,2026-01-31 12:36:43,USR00196,USR00273,482.41,Rent,P2P,Hyderabad,Web,Paytm,0,
TXN01993,2026-01-31 12:41:38,USR00007,USR00108,103.82,Utilities,P2M,Lucknow,iPhone,BHIM,0,
TXN04314,2026-01-31 12:58:43,USR00289,USR00198,13000.02,Entertainment,P2P,Ahmedabad,Tablet,PhonePe,0,
TXN07053,2026-01-31 13:03:01,USR00213,USR00154,1123.34,Utilities,P2P,Bengaluru,iPhone,GPay,0,
TXN00824,2026-01-31 13:06:57,USR00165,USR00214,246.59,Healthcare,P2M,Mumbai,iPhone,PhonePe,0,
TXN05508,2026-01-31 13:08:41,USR00269,USR00421,338.14,Grocery,P2P,Mumbai,Android_Phone,BHIM,0,
TXN07762,2026-01-31 13:14:01,USR00165,USR00160,225.64,Shopping,P2P,Mumbai,iPhone,PhonePe,0,
TXN07585,2026-01-31 13:15:02,USR00387,USR00134,2186.3,Utilities,P2M,Delhi,Tablet,Paytm,0,
TXN01452,2026-01-31 13:36:12,USR00160,USR00499,12110.58,Entertainment,P2P,Lucknow,Web,Paytm,0,
TXN07988,2026-01-31 14:08:47,USR00028,USR00483,18952.95,Grocery,P2P,Delhi,Android_Phone,PhonePe,0,
TXN05824,2026-01-31 14:13:47,USR00051,USR00055,15948.98,Education,P2P,Bengaluru,Android_Phone,Paytm,0,
TXN05739,2026-01-31 14:23:11,USR00409,USR00449,259.32,Food Delivery,P2P,Delhi,Android_Phone,BHIM,0,
TXN07819,2026-01-31 14:32:06,USR00119,USR00256,280.41,Education,P2P,Chennai,iPhone,GPay,0,
TXN01326,2026-01-31 14:33:00,USR00422,USR00454,926.28,Entertainment,P2P,Ahmedabad,Web,PhonePe,0,
TXN08104,2026-01-31 14:33:16,USR00392,USR00262,148.51,Grocery,P2P,Chennai,Web,Paytm,0,
TXN01690,2026-01-31 14:37:05,USR00310,USR00241,3091.29,Education,P2P,Hyderabad,iPhone,Paytm,0,
TXN09730,2026-01-31 14:38:13,USR00270,USR00065,477.98,Education,P2M,Pune,Android_Phone,Paytm,1,rapid_burst
TXN01419,2026-01-31 14:38:30,USR00383,USR00352,229.1,Fuel,P2M,Kolkata,Android_Phone,BHIM,0,
TXN01779,2026-01-31 14:57:34,USR00472,USR00029,5817.92,Education,P2M,Nagpur,iPhone,AmazonPay,0,
TXN00063,2026-01-31 15:12:07,USR00002,USR00079,2747.2,P2P Transfer,P2M,Chennai,Tablet,Paytm,0,
TXN03007,2026-01-31 15:14:04,USR00153,USR00412,2579.89,Fuel,P2M,Surat,Web,BHIM,0,
TXN07104,2026-01-31 15:14:28,USR00163,USR00407,1288.04,Education,P2P,Lucknow,Tablet,GPay,0,
TXN01017,2026-01-31 15:23:23,USR00113,USR00010,101.22,Travel,P2P,Hyderabad,Tablet,Paytm,0,
TXN02426,2026-01-31 15:30:31,USR00429,USR00049,6298.79,Education,P2P,Kolkata,Web,GPay,0,
TXN05440,2026-01-31 15:33:02,USR00187,USR00126,1855.81,Education,P2P,Jaipur,Tablet,PhonePe,0,
TXN04000,2026-01-31 15:36:29,USR00279,USR00037,3262.2,Shopping,P2P,Delhi,iPhone,BHIM,0,
TXN09027,2026-01-31 15:37:59,USR00113,USR00207,113.13,P2P Transfer,P2M,Hyderabad,Tablet,Paytm,0,
TXN00223,2026-01-31 15:39:28,USR00499,USR00195,846.2,Fuel,P2M,Surat,Tablet,BHIM,0,
TXN04674,2026-01-31 15:43:02,USR00107,USR00379,180.2,Rent,P2P,Delhi,Tablet,GPay,0,
TXN02421,2026-01-31 15:51:39,USR00107,USR00379,144.34,Grocery,P2M,Delhi,Tablet,GPay,0,
TXN02502,2026-01-31 16:17:26,USR00104,USR00026,194.65,Grocery,P2M,Surat,Web,Paytm,0,
