transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,is_fraud_simulated,fraud_pattern
TXN07021,2026-01-06 22:57:18,USR00016,USR00216,149.21,Food Delivery,P2P,Surat,Android_Phone,GPay,0,none
TXN10023,2026-01-07 00:18:00,USR00290,USR00137,108.52,P2P Transfer,P2P,Ahmedabad,Tablet,GPay,1,rapid_burst
TXN10024,2026-01-07 00:19:00,USR00290,USR00137,123.16,Healthcare,P2M,Ahmedabad,Tablet,GPay,1,rapid_burst
TXN10026,2026-01-07 00:21:00,USR00290,USR00115,91.29,Travel,P2M,Ahmedabad,Tablet,GPay,1,rapid_burst
TXN10025,2026-01-07 00:22:00,USR00290,USR00115,113.0,Healthcare,P2M,Ahmedabad,Tablet,GPay,1,rapid_burst
TXN09656,2026-01-07 00:22:08,USR00217,USR00303,12007.8,Travel,P2P,Delhi,Web,AmazonPay,1,odd_hour
TXN09913,2026-01-07 00:33:00,USR00287,USR00152,2356.53,Entertainment,P2M,Surat,Web,BHIM,1,odd_hour
TXN09732,2026-01-07 00:53:16,USR00424,USR00173,1303.52,Education,P2P,Surat,Android_Phone,GPay,1,odd_hour
TXN10027,2026-01-07 02:01:00,USR00237,USR00030,283.37,Grocery,P2M,Bengaluru,Android_Phone,PhonePe,1,rapid_burst
TXN10028,2026-01-07 02:02:00,USR00237,USR00443,427.45,Travel,P2M,Bengaluru,Android_Phone,PhonePe,1,rapid_burst
TXN10029,2026-01-07 02:05:00,USR00237,USR00141,248.58,Fuel,P2M,Bengaluru,Android_Phone,PhonePe,1,rapid_burst
TXN09923,2026-01-07 02:38:12,USR00432,USR00375,154.46,Food Delivery,P2M,Chennai,Web,Paytm,1,"new_location,odd_hour"
TXN09786,2026-01-07 04:02:58,USR00170,USR00379,13662.31,P2P Transfer,P2P,Bengaluru,Web,AmazonPay,1,odd_hour
TXN10016,2026-01-07 04:27:00,USR00143,USR00070,4162.17,Food Delivery,P2M,Chennai,Web,Paytm,1,rapid_burst
TXN10017,2026-01-07 04:28:00,USR00143,USR00070,4114.67,Utilities,P2M,Chennai,Web,Paytm,1,rapid_burst
TXN10018,2026-01-07 04:31:00,USR00143,USR00293,3775.72,Shopping,P2M,Chennai,Web,Paytm,1,rapid_burst
TXN08835,2026-01-07 06:11:10,USR00482,USR00097,73.78,Grocery,P2P,Jaipur,Tablet,BHIM,0,none
TXN03021,2026-01-07 06:11:12,USR00206,USR00243,5092.81,Utilities,P2M,Pune,iPhone,Paytm,0,none
TXN00333,2026-01-07 06:12:15,USR00482,USR00472,69.82,P2P Transfer,P2P,Jaipur,Tablet,BHIM,0,none
TXN09317,2026-01-07 06:21:53,USR00161,USR00411,125.4,Food Delivery,P2P,Mumbai,Android_Phone,BHIM,0,none
TXN00226,2026-01-07 06:21:59,USR00285,USR00487,6190.77,Education,P2M,Mumbai,Web,Paytm,0,none
TXN09409,2026-01-07 06:27:42,USR00132,USR00024,99824.31,Entertainment,P2P,Delhi,iPhone,PhonePe,1,"new_device,high_amount"
TXN09625,2026-01-07 06:30:34,USR00212,USR00401,434.1,Healthcare,P2M,Lucknow,Android_Phone,BHIM,1,rapid_burst
TXN09193,2026-01-07 06:40:56,USR00256,USR00134,1038.17,Rent,P2M,Jaipur,Web,AmazonPay,0,none
TXN04598,2026-01-07 06:56:22,USR00287,USR00049,2720.76,Food Delivery,P2P,Surat,Web,BHIM,0,none
TXN08036,2026-01-07 07:00:12,USR00270,USR00047,486.44,Travel,P2P,Pune,Android_Phone,Paytm,0,none
TXN08327,2026-01-07 07:05:05,USR00138,USR00063,18134.55,Grocery,P2P,Surat,Android_Phone,BHIM,0,none
TXN02110,2026-01-07 07:11:35,USR00083,USR00125,16232.33,P2P Transfer,P2M,Kolkata,Web,AmazonPay,0,none
TXN07871,2026-01-07 07:15:31,USR00143,USR00070,5043.67,Fuel,P2M,Chennai,Web,Paytm,0,none
TXN03129,2026-01-07 07:24:21,USR00193,USR00370,412.94,Education,P2P,Chennai,Tablet,PhonePe,0,none
TXN02230,2026-01-07 07:37:21,USR00074,USR00007,53.06,Healthcare,P2P,Nagpur,iPhone,AmazonPay,0,none
TXN06083,2026-01-07 07:51:55,USR00390,USR00207,98.13,Healthcare,P2M,Surat,Web,GPay,0,none
TXN08440,2026-01-07 07:53:29,USR00479,USR00192,519.63,Utilities,P2M,Hyderabad,iPhone,AmazonPay,0,none
TXN05921,2026-01-07 08:18:01,USR00470,USR00090,9407.38,Healthcare,P2P,Lucknow,Web,AmazonPay,0,none
TXN03074,2026-01-07 08:54:19,USR00395,USR00111,1499.25,Utilities,P2P,Delhi,Web,AmazonPay,0,none
TXN00766,2026-01-07 09:57:02,USR00112,USR00009,395.63,Entertainment,P2P,Delhi,Web,BHIM,0,none
TXN07255,2026-01-07 10:05:40,USR00389,USR00357,125.05,Utilities,P2M,Mumbai,iPhone,GPay,0,none
TXN07006,2026-01-07 10:17:04,USR00094,USR00227,3746.14,Healthcare,P2M,Pune,Web,GPay,0,none
TXN05238,2026-01-07 10:23:25,USR00024,USR00125,2157.08,Travel,P2P,Chennai,iPhone,Paytm,0,none
TXN04665,2026-01-07 10:31:22,USR00180,USR00390,1335.24,Healthcare,P2M,Jaipur,Tablet,AmazonPay,0,none
TXN05358,2026-01-07 10:32:37,USR00182,USR00262,1679.73,Fuel,P2P,Delhi,Tablet,BHIM,0,none
TXN00463,2026-01-07 10:40:09,USR00035,USR00266,4707.14,Utilities,P2P,Nagpur,Android_Phone,PhonePe,0,none
TXN06679,2026-01-07 10:53:09,USR00367,USR00423,1412.59,Healthcare,P2P,Surat,iPhone,AmazonPay,0,none
TXN01009,2026-01-07 11:05:19,USR00066,USR00149,13172.89,Fuel,P2M,Nagpur,Tablet,Paytm,0,none
TXN01859,2026-01-07 11:07:38,USR00385,USR00295,4714.1,Food Delivery,P2P,Hyderabad,Tablet,BHIM,0,none
TXN00681,2026-01-07 11:13:55,USR00242,USR00352,15019.62,Rent,P2M,Kolkata,Android_Phone,Paytm,0,none
TXN04886,2026-01-07 11:28:32,USR00477,USR00330,176.1,Healthcare,P2M,Surat,Web,PhonePe,0,none
TXN07152,2026-01-07 11:35:08,USR00287,USR00049,3187.38,Food Delivery,P2P,Surat,Web,BHIM,0,none
TXN03542,2026-01-07 11:39:56,USR00343,USR00355,2796.94,Healthcare,P2M,Nagpur,iPhone,Paytm,0,none
TXN00066,2026-01-07 11:41:23,USR00081,USR00035,9917.58,Shopping,P2M,Jaipur,Tablet,PhonePe,0,none
TXN02109,2026-01-07 11:42:06,USR00169,USR00365,17869.49,Utilities,P2M,Mumbai,Web,BHIM,0,none
TXN08244,2026-01-07 11:52:21,USR00200,USR00429,964.78,Rent,P2P,Jaipur,Android_Phone,GPay,0,none
TXN04374,2026-01-07 11:53:13,USR00033,USR00347,697.34,Grocery,P2P,Hyderabad,Android_Phone,AmazonPay,0,none
TXN01963,2026-01-07 12:06:25,USR00358,USR00008,2122.31,P2P Transfer,P2M,Surat,Tablet,GPay,0,none
TXN05538,2026-01-07 12:13:09,USR00256,USR00364,693.23,Shopping,P2M,Jaipur,Web,AmazonPay,0,none
TXN07109,2026-01-07 12:17:05,USR00228,USR00361,918.09,Healthcare,P2P,Lucknow,Tablet,Paytm,0,none
TXN00180,2026-01-07 12:19:36,USR00147,USR00239,115.09,Shopping,P2P,Mumbai,Tablet,AmazonPay,0,none
TXN05468,2026-01-07 12:29:52,USR00203,USR00098,254.59,P2P Transfer,P2M,Delhi,Android_Phone,Paytm,0,none
TXN01249,2026-01-07 12:34:01,USR00328,USR00409,16318.67,Entertainment,P2M,Nagpur,Tablet,PhonePe,0,none
TXN03606,2026-01-07 12:40:21,USR00253,USR00488,325.09,Healthcare,P2M,Hyderabad,Android_Phone,PhonePe,0,none
TXN04699,2026-01-07 12:41:05,USR00189,USR00148,13516.96,Entertainment,P2P,Mumbai,iPhone,AmazonPay,0,none
TXN04075,2026-01-07 13:09:22,USR00006,USR00397,911.59,Entertainment,P2M,Hyderabad,Tablet,GPay,0,none
TXN00130,2026-01-07 13:18:18,USR00214,USR00483,1398.31,Travel,P2P,Chennai,Android_Phone,BHIM,0,none
TXN01307,2026-01-07 13:41:15,USR00463,USR00012,2113.39,Entertainment,P2M,Lucknow,iPhone,PhonePe,0,none
TXN06610,2026-01-07 13:43:34,USR00197,USR00189,5469.26,Fuel,P2M,Chennai,Tablet,GPay,0,none
TXN06481,2026-01-07 13:50:37,USR00421,USR00348,1765.9,Grocery,P2P,Jaipur,Android_Phone,Paytm,0,none
TXN09006,2026-01-07 14:02:16,USR00463,USR00211,2977.83,Fuel,P2M,Lucknow,iPhone,PhonePe,0,none
TXN03366,2026-01-07 14:15:41,USR00389,USR00261,79.58,Entertainment,P2P,Mumbai,iPhone,GPay,0,none
TXN04969,2026-01-07 14:31:17,USR00097,USR00443,1209.14,Grocery,P2P,Bengaluru,Web,GPay,0,none
TXN09305,2026-01-07 14:50:01,USR00370,USR00289,857.6,Travel,P2M,Ahmedabad,iPhone,AmazonPay,0,none
TXN04736,2026-01-07 15:01:15,USR00431,USR00455,12287.69,Grocery,P2M,Pune,Android_Phone,GPay,0,none
TXN05721,2026-01-07 15:03:30,USR00232,USR00140,52.22,Entertainment,P2M,Hyderabad,iPhone,AmazonPay,0,none
TXN03215,2026-01-07 15:12:02,USR00180,USR00348,713.41,Rent,P2P,Jaipur,Tablet,AmazonPay,0,none
TXN01757,2026-01-07 15:15:28,USR00141,USR00038,2818.54,Rent,P2M,Hyderabad,Tablet,BHIM,0,none
TXN04898,2026-01-07 15:25:41,USR00490,USR00114,254.5,Education,P2P,Ahmedabad,Tablet,AmazonPay,0,none
TXN07138,2026-01-07 15:28:50,USR00194,USR00300,3726.32,Education,P2M,Delhi,Android_Phone,AmazonPay,0,none
TXN07068,2026-01-07 15:49:06,USR00074,USR00282,40.12,P2P Transfer,P2P,Nagpur,iPhone,AmazonPay,0,none
TXN06483,2026-01-07 15:56:29,USR00204,USR00350,3235.17,Shopping,P2P,Nagpur,iPhone,GPay,0,none
TXN01664,2026-01-07 16:00:42,USR00022,USR00366,5121.93,Shopping,P2M,Hyderabad,Web,PhonePe,0,none
TXN08895,2026-01-07 16:22:43,USR00305,USR00363,579.55,Utilities,P2P,Hyderabad,iPhone,Paytm,0,none
TXN07615,2026-01-07 16:26:25,USR00469,USR00044,574.29,Fuel,P2M,Mumbai,iPhone,GPay,0,none
TXN01890,2026-01-07 16:29:45,USR00052,USR00350,8614.64,Fuel,P2P,Nagpur,Android_Phone,GPay,0,none
TXN02673,2026-01-07 16:37:23,USR00134,USR00259,2252.32,Shopping,P2P,Delhi,Web,BHIM,0,none
TXN01857,2026-01-07 16:40:09,USR00074,USR00007,101.99,Utilities,P2P,Nagpur,iPhone,AmazonPay,0,none
TXN04118,2026-01-07 17:13:53,USR00123,USR00185,5813.63,Rent,P2P,Surat,Android_Phone,PhonePe,0,none
TXN02701,2026-01-07 17:19:31,USR00134,USR00010,2074.46,Rent,P2M,Delhi,Web,BHIM,0,none
TXN02543,2026-01-07 17:19:39,USR00060,USR00184,1041.68,Travel,P2M,Delhi,Web,PhonePe,0,none
TXN02622,2026-01-07 17:19:49,USR00178,USR00341,276.72,Grocery,P2P,Surat,Web,GPay,0,none
TXN01669,2026-01-07 17:26:13,USR00320,USR00304,8578.38,Healthcare,P2M,Jaipur,Web,GPay,0,none
TXN06446,2026-01-07 17:46:26,USR00452,USR00031,1858.76,Food Delivery,P2P,Pune,Web,BHIM,0,none
TXN08442,2026-01-07 18:08:58,USR00402,USR00074,2481.64,Fuel,P2P,Kolkata,Tablet,PhonePe,0,none
TXN05502,2026-01-07 18:10:06,USR00345,USR00082,1747.07,Utilities,P2P,Pune,Android_Phone,Paytm,0,none
TXN08851,2026-01-07 18:56:24,USR00276,USR00162,2358.46,Travel,P2M,Bengaluru,Web,Paytm,0,none
TXN08180,2026-01-07 19:33:02,USR00315,USR00273,450.4,Grocery,P2P,Mumbai,Tablet,Paytm,0,none
TXN05709,2026-01-07 19:34:13,USR00477,USR00018,285.57,Travel,P2P,Surat,Web,PhonePe,0,none
TXN02855,2026-01-07 19:49:11,USR00191,USR00213,132.68,Education,P2M,Jaipur,Tablet,Paytm,0,none
TXN07200,2026-01-07 19:50:49,USR00434,USR00218,353.66,Healthcare,P2M,Surat,Web,PhonePe,0,none
TXN07461,2026-01-07 20:00:00,USR00162,USR00378,1999.17,Travel,P2P,Kolkata,iPhone,AmazonPay,0,none
TXN03894,2026-01-07 20:02:17,USR00293,USR00216,322.56,Utilities,P2P,Bengaluru,iPhone,BHIM,0,none
TXN03729,2026-01-07 20:02:50,USR00124,USR00259,1761.65,Entertainment,P2M,Delhi,iPhone,AmazonPay,0,none
TXN09824,2026-01-07 20:13:06,USR00437,USR00420,423.83,Fuel,P2P,Pune,Web,Paytm,1,new_device
TXN08380,2026-01-07 20:15:01,USR00265,USR00121,248.15,Entertainment,P2P,Surat,Tablet,Paytm,0,none
TXN05779,2026-01-07 20:16:00,USR00408,USR00011,485.14,Shopping,P2M,Kolkata,Tablet,PhonePe,0,none
TXN02841,2026-01-07 20:20:44,USR00252,USR00040,2765.57,Healthcare,P2P,Hyderabad,iPhone,AmazonPay,0,none
TXN09600,2026-01-07 20:32:21,USR00107,USR00379,1763.34,Utilities,P2P,Delhi,Tablet,GPay,1,"high_amount,rapid_burst"
TXN04979,2026-01-07 20:53:08,USR00091,USR00055,76.59,Fuel,P2P,Surat,Tablet,GPay,0,none
TXN01563,2026-01-07 21:04:51,USR00001,USR00287,4353.66,Travel,P2M,Pune,iPhone,AmazonPay,0,none
TXN05653,2026-01-07 21:36:37,USR00378,USR00420,242.37,Education,P2P,Pune,iPhone,PhonePe,0,none
TXN01747,2026-01-07 22:10:36,USR00472,USR00055,6201.54,P2P Transfer,P2P,Nagpur,iPhone,AmazonPay,0,none
TXN05731,2026-01-07 22:43:36,USR00414,USR00407,11078.19,Food Delivery,P2M,Hyderabad,Tablet,BHIM,0,none
TXN02045,2026-01-07 22:52:36,USR00484,USR00023,711.33,Shopping,P2P,Chennai,Android_Phone,Paytm,0,none
TXN02189,2026-01-07 22:57:24,USR00190,USR00031,2470.29,Rent,P2M,Kolkata,iPhone,AmazonPay,0,none
TXN06094,2026-01-07 22:58:55,USR00496,USR00387,328.55,Entertainment,P2P,Lucknow,iPhone,PhonePe,0,none
TXN09785,2026-01-08 00:04:28,USR00179,USR00188,1467.41,Rent,P2M,Surat,Android_Phone,PhonePe,1,odd_hour
TXN09434,2026-01-08 00:07:02,USR00355,USR00395,1495.4,Entertainment,P2M,Delhi,Android_Phone,AmazonPay,1,"rapid_burst,odd_hour"
TXN09953,2026-01-08 04:54:39,USR00451,USR00201,4274.66,Fuel,P2M,Jaipur,iPhone,PhonePe,1,"odd_hour,rapid_burst"
TXN01898,2026-01-08 06:17:25,USR00009,USR00195,2279.96,Healthcare,P2P,Lucknow,Tablet,AmazonPay,0,none
TXN07565,2026-01-08 06:28:25,USR00094,USR00437,2432.97,Education,P2M,Pune,Web,GPay,0,none
TXN08512,2026-01-08 06:33:18,USR00041,USR00356,10503.51,Healthcare,P2M,Pune,Tablet,AmazonPay,0,none
TXN07010,2026-01-08 06:36:15,USR00191,USR00213,146.09,Food Delivery,P2M,Jaipur,Tablet,Paytm,0,none
TXN00303,2026-01-08 06:53:23,USR00258,USR00186,634.67,Rent,P2M,Pune,Android_Phone,BHIM,0,none
TXN04039,2026-01-08 07:13:37,USR00088,USR00067,2112.42,Entertainment,P2M,Lucknow,Android_Phone,Paytm,0,none
TXN04263,2026-01-08 07:30:35,USR00234,USR00230,235.21,Rent,P2P,Hyderabad,iPhone,Paytm,0,none
TXN05156,2026-01-08 07:35:16,USR00224,USR00011,141.2,Fuel,P2P,Mumbai,Web,Paytm,0,none
TXN04645,2026-01-08 07:43:22,USR00015,USR00067,3378.2,P2P Transfer,P2P,Hyderabad,iPhone,AmazonPay,0,none
TXN08694,2026-01-08 07:58:24,USR00104,USR00468,246.69,Healthcare,P2M,Surat,Web,Paytm,0,none
TXN07553,2026-01-08 08:03:09,USR00492,USR00284,101.48,Fuel,P2M,Kolkata,Android_Phone,GPay,0,none
TXN06265,2026-01-08 08:06:32,USR00329,USR00247,2989.49,Rent,P2P,Kolkata,Android_Phone,AmazonPay,0,none
TXN04968,2026-01-08 08:09:56,USR00457,USR00305,9499.48,Travel,P2M,Lucknow,Web,GPay,0,none
TXN01586,2026-01-08 08:19:42,USR00439,USR00464,6618.55,Entertainment,P2M,Nagpur,Tablet,GPay,0,none
TXN08186,2026-01-08 08:36:06,USR00229,USR00198,14965.53,P2P Transfer,P2M,Nagpur,Web,AmazonPay,0,none
TXN05065,2026-01-08 08:42:21,USR00399,USR00235,10372.57,Education,P2M,Delhi,Tablet,PhonePe,0,none
TXN00643,2026-01-08 08:47:08,USR00107,USR00379,168.78,Utilities,P2M,Delhi,Tablet,GPay,0,none
TXN04692,2026-01-08 08:50:45,USR00136,USR00323,736.09,Grocery,P2M,Nagpur,Tablet,BHIM,0,none
TXN01671,2026-01-08 09:17:51,USR00064,USR00404,531.26,Food Delivery,P2M,Lucknow,Tablet,BHIM,0,none
TXN08567,2026-01-08 09:41:41,USR00396,USR00103,6854.33,Healthcare,P2P,Hyderabad,iPhone,PhonePe,0,none
TXN00487,2026-01-08 09:47:11,USR00095,USR00328,67.71,Entertainment,P2M,Delhi,Tablet,GPay,0,none
TXN05821,2026-01-08 09:51:59,USR00264,USR00297,171.54,Travel,P2M,Ahmedabad,Web,AmazonPay,0,none
TXN09088,2026-01-08 10:24:45,USR00306,USR00261,2568.82,Education,P2P,Lucknow,Tablet,Paytm,0,none
TXN00982,2026-01-08 10:28:40,USR00214,USR00483,402.47,Fuel,P2P,Chennai,Android_Phone,BHIM,0,none
TXN04286,2026-01-08 10:46:51,USR00246,USR00346,3215.9,Shopping,P2M,Kolkata,iPhone,GPay,0,none
TXN06294,2026-01-08 10:47:43,USR00471,USR00431,8692.79,Rent,P2M,Delhi,Tablet,PhonePe,0,none
TXN05834,2026-01-08 10:49:27,USR00450,USR00462,537.6,Utilities,P2P,Kolkata,iPhone,AmazonPay,0,none
TXN03013,2026-01-08 11:06:46,USR00257,USR00052,193.72,Travel,P2M,Ahmedabad,Android_Phone,AmazonPay,0,none
TXN06859,2026-01-08 11:09:39,USR00411,USR00445,1671.74,Travel,P2P,Chennai,Web,Paytm,0,none
TXN09763,2026-01-08 11:15:40,USR00299,USR00214,374.69,Utilities,P2M,Nagpur,iPhone,PhonePe,1,"new_device,new_receiver"
TXN03362,2026-01-08 11:16:17,USR00191,USR00209,133.16,Grocery,P2P,Jaipur,Tablet,Paytm,0,none
TXN06402,2026-01-08 11:24:41,USR00480,USR00016,396.94,Healthcare,P2M,Nagpur,Web,GPay,0,none
TXN03721,2026-01-08 11:28:48,USR00343,USR00257,1401.12,Fuel,P2P,Nagpur,iPhone,Paytm,0,none
TXN08210,2026-01-08 11:50:30,USR00142,USR00120,12171.26,Travel,P2P,Mumbai,Tablet,Paytm,0,none
TXN04115,2026-01-08 11:51:29,USR00359,USR00310,5458.86,Rent,P2M,Hyderabad,Android_Phone,BHIM,0,none
TXN08873,2026-01-08 11:58:35,USR00411,USR00478,2690.52,Utilities,P2P,Chennai,Web,Paytm,0,none
TXN10102,2026-01-08 12:15:00,USR00018,USR00007,4789.28,Shopping,P2M,Mumbai,Android_Phone,PhonePe,1,rapid_burst
TXN10103,2026-01-08 12:16:00,USR00018,USR00385,8278.14,Travel,P2P,Mumbai,Android_Phone,PhonePe,1,rapid_burst
TXN10106,2026-01-08 12:19:00,USR00018,USR00007,6593.77,Grocery,P2M,Mumbai,Android_Phone,PhonePe,1,rapid_burst
TXN10104,2026-01-08 12:21:00,USR00018,USR00385,6105.51,P2P Transfer,P2M,Mumbai,Android_Phone,PhonePe,1,rapid_burst
TXN10105,2026-01-08 12:24:00,USR00018,USR00474,4938.94,Food Delivery,P2P,Mumbai,Android_Phone,PhonePe,1,rapid_burst
TXN04200,2026-01-08 12:27:25,USR00440,USR00334,7120.35,Grocery,P2P,Delhi,Tablet,AmazonPay,0,none
TXN09620,2026-01-08 12:27:52,USR00058,USR00188,6428.13,Healthcare,P2M,Surat,iPhone,AmazonPay,1,new_location
TXN02514,2026-01-08 12:29:38,USR00058,USR00242,8336.12,Shopping,P2P,Hyderabad,iPhone,AmazonPay,0,none
TXN00825,2026-01-08 12:39:16,USR00472,USR00313,6109.18,Grocery,P2P,Nagpur,iPhone,AmazonPay,0,none
TXN01318,2026-01-08 12:45:08,USR00313,USR00398,2342.51,Food Delivery,P2P,Chennai,iPhone,Paytm,0,none
TXN07897,2026-01-08 12:50:57,USR00410,USR00377,559.64,P2P Transfer,P2P,Delhi,iPhone,BHIM,0,none
TXN04630,2026-01-08 12:57:28,USR00169,USR00040,8536.59,Shopping,P2P,Mumbai,Web,BHIM,0,none
TXN01272,2026-01-08 13:07:43,USR00280,USR00355,307.67,Healthcare,P2P,Bengaluru,Web,PhonePe,0,none
TXN00840,2026-01-08 13:08:13,USR00102,USR00160,1066.95,Fuel,P2P,Chennai,Tablet,BHIM,0,none
TXN05990,2026-01-08 13:16:30,USR00382,USR00306,1306.44,Utilities,P2M,Delhi,iPhone,Paytm,0,none
TXN04070,2026-01-08 13:18:14,USR00423,USR00202,358.08,Healthcare,P2M,Hyderabad,iPhone,GPay,0,none
TXN02200,2026-01-08 13:30:51,USR00412,USR00158,1744.83,Utilities,P2P,Jaipur,Tablet,GPay,0,none
TXN05981,2026-01-08 13:39:09,USR00096,USR00300,2304.53,Fuel,P2M,Delhi,iPhone,Paytm,0,none
TXN10153,2026-01-08 13:40:00,USR00205,USR00087,1633.06,Rent,P2P,Mumbai,Tablet,GPay,1,rapid_burst
TXN10154,2026-01-08 13:41:00,USR00205,USR00087,2197.79,Shopping,P2P,Mumbai,Tablet,GPay,1,rapid_burst
TXN06281,2026-01-08 13:41:33,USR00133,USR00294,1107.63,Entertainment,P2M,Surat,Android_Phone,GPay,0,none
TXN10155,2026-01-08 13:44:00,USR00205,USR00359,1724.36,Shopping,P2M,Mumbai,Tablet,GPay,1,rapid_burst
TXN06173,2026-01-08 13:49:22,USR00306,USR00003,2248.71,Fuel,P2P,Lucknow,Tablet,Paytm,0,none
TXN01124,2026-01-08 13:58:32,USR00425,USR00352,1693.79,Grocery,P2M,Ahmedabad,Web,Paytm,0,none
TXN00526,2026-01-08 14:06:22,USR00347,USR00195,2253.8,Utilities,P2P,Nagpur,Web,BHIM,0,none
TXN05290,2026-01-08 14:21:28,USR00260,USR00035,5165.07,Healthcare,P2M,Pune,iPhone,Paytm,0,none
TXN06105,2026-01-08 14:23:54,USR00026,USR00367,1548.48,Education,P2P,Lucknow,Web,Paytm,0,none
TXN02266,2026-01-08 14:28:52,USR00451,USR00381,7142.56,Entertainment,P2M,Jaipur,iPhone,PhonePe,0,none
TXN08072,2026-01-08 14:32:33,USR00203,USR00269,300.16,Shopping,P2M,Delhi,Android_Phone,Paytm,0,none
TXN05127,2026-01-08 14:35:25,USR00057,USR00330,420.82,Entertainment,P2M,Nagpur,iPhone,GPay,0,none
TXN05304,2026-01-08 14:42:26,USR00332,USR00240,15569.92,Grocery,P2P,Surat,Android_Phone,BHIM,0,none
TXN01611,2026-01-08 14:50:56,USR00237,USR00470,233.49,Education,P2M,Bengaluru,Android_Phone,PhonePe,0,none
TXN01600,2026-01-08 15:27:13,USR00252,USR00040,2958.56,Shopping,P2M,Hyderabad,iPhone,AmazonPay,0,none
TXN00838,2026-01-08 15:34:44,USR00204,USR00153,3509.7,P2P Transfer,P2M,Nagpur,iPhone,GPay,0,none
TXN00927,2026-01-08 15:35:49,USR00455,USR00272,3419.11,Entertainment,P2M,Chennai,iPhone,GPay,0,none
TXN07507,2026-01-08 15:41:14,USR00480,USR00363,209.88,Fuel,P2P,Nagpur,Web,GPay,0,none
TXN08081,2026-01-08 16:05:56,USR00083,USR00210,13691.3,Shopping,P2P,Kolkata,Web,AmazonPay,0,none
TXN00494,2026-01-08 16:22:55,USR00193,USR00370,450.68,Food Delivery,P2P,Chennai,Tablet,PhonePe,0,none
TXN05549,2026-01-08 16:28:32,USR00199,USR00407,2292.21,Rent,P2P,Ahmedabad,Tablet,PhonePe,0,none
TXN08354,2026-01-08 16:33:13,USR00036,USR00259,202.21,Entertainment,P2M,Nagpur,Android_Phone,Paytm,0,none
TXN09205,2026-01-08 16:42:47,USR00039,USR00101,5847.9,Education,P2P,Surat,iPhone,GPay,0,none
TXN02481,2026-01-08 16:58:00,USR00237,USR00335,224.44,Travel,P2M,Bengaluru,Android_Phone,PhonePe,0,none
TXN09840,2026-01-08 17:00:46,USR00275,USR00492,12061.36,Shopping,P2M,Jaipur,iPhone,PhonePe,1,"new_location,new_receiver"
TXN05998,2026-01-08 17:07:12,USR00163,USR00371,1005.62,Utilities,P2M,Lucknow,Tablet,GPay,0,none
TXN07758,2026-01-08 17:08:42,USR00060,USR00116,1857.46,Shopping,P2P,Delhi,Web,PhonePe,0,none
TXN06958,2026-01-08 17:42:10,USR00290,USR00115,62.35,Utilities,P2P,Ahmedabad,Tablet,GPay,0,none
TXN02914,2026-01-08 18:11:02,USR00262,USR00325,2089.05,Fuel,P2P,Mumbai,Tablet,GPay,0,none
TXN03788,2026-01-08 18:27:19,USR00360,USR00152,1986.57,Healthcare,P2P,Jaipur,Tablet,Paytm,0,none
TXN03649,2026-01-08 18:29:08,USR00023,USR00234,1549.05,Travel,P2P,Delhi,Web,AmazonPay,0,none
TXN09188,2026-01-08 18:54:07,USR00194,USR00389,4216.1,Shopping,P2M,Delhi,Android_Phone,AmazonPay,0,none
TXN04337,2026-01-08 19:09:15,USR00382,USR00306,1279.26,Travel,P2M,Delhi,iPhone,Paytm,0,none
TXN02261,2026-01-08 19:11:17,USR00460,USR00201,895.04,Shopping,P2P,Lucknow,Android_Phone,AmazonPay,0,none
TXN08335,2026-01-08 19:11:24,USR00347,USR00474,2466.39,Rent,P2M,Nagpur,Web,BHIM,0,none
TXN08677,2026-01-08 19:18:31,USR00153,USR00413,1747.01,Food Delivery,P2M,Surat,Web,BHIM,0,none
TXN06532,2026-01-08 19:43:28,USR00364,USR00460,10840.74,Fuel,P2P,Lucknow,Web,Paytm,0,none
TXN03993,2026-01-08 20:00:58,USR00363,USR00101,1995.35,Entertainment,P2M,Hyderabad,Android_Phone,AmazonPay,0,none
TXN02869,2026-01-08 20:58:59,USR00459,USR00104,9553.3,Fuel,P2M,Pune,Tablet,PhonePe,0,none
TXN06450,2026-01-08 21:14:48,USR00418,USR00255,2082.63,Healthcare,P2M,Kolkata,Web,BHIM,0,none
TXN03418,2026-01-08 21:15:30,USR00352,USR00109,532.61,Utilities,P2M,Jaipur,Tablet,Paytm,0,none
TXN07818,2026-01-08 21:33:47,USR00139,USR00372,2124.53,Food Delivery,P2M,Jaipur,Web,GPay,0,none
TXN05889,2026-01-08 21:45:35,USR00344,USR00413,363.06,Entertainment,P2P,Surat,Tablet,AmazonPay,0,none
TXN01354,2026-01-08 21:47:56,USR00151,USR00273,212.91,Travel,P2M,Surat,iPhone,PhonePe,0,none
TXN08527,2026-01-08 21:50:38,USR00127,USR00393,1309.24,Entertainment,P2P,Surat,Web,AmazonPay,0,none
TXN07345,2026-01-08 22:13:27,USR00036,USR00209,194.36,Fuel,P2P,Nagpur,Android_Phone,Paytm,0,none
TXN01070,2026-01-08 22:18:51,USR00224,USR00434,226.12,Grocery,P2M,Mumbai,Web,Paytm,0,none
TXN01322,2026-01-08 22:28:11,USR00374,USR00225,9531.91,Grocery,P2P,Ahmedabad,Tablet,PhonePe,0,none
