transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,is_fraud_simulated,fraud_pattern,hour,day_of_week,historical_avg_amount,amount_deviation,transactions_last_hour,average_transaction_amount,time_since_last_transaction,recipient_frequency,device_changed,location_changed,iqr_flag,isolation_forest_flag,isolation_forest_score
TXN05143,2026-01-12 08:32:18,USR00044,USR00070,9252.44,Healthcare,P2P,Chennai,Web,PhonePe,0,none,8,0,16987.28,0.0,0,16987.28,10869.516666666666,0,0,0,0,0,0.08415460832537597
TXN09480,2026-01-12 08:33:12,USR00380,USR00313,7457.13,Utilities,P2M,Jaipur,Android_Phone,AmazonPay,1,new_receiver,8,0,13101.5925,-2.108999361783818,0,13101.5925,11241.016666666666,0,0,0,0,0,0.07331947840569047
TXN06257,2026-01-12 08:40:53,USR00244,USR00067,7415.67,Fuel,P2M,Ahmedabad,iPhone,PhonePe,0,none,8,0,10156.843333333332,-2.09508518422367,0,10156.843333333332,8631.15,3,0,0,0,0,0.08527282482973769
TXN00480,2026-01-12 08:41:45,USR00006,USR00431,907.84,Healthcare,P2P,Hyderabad,Tablet,GPay,0,none,8,0,911.59,0.0,0,911.59,6932.383333333333,0,0,0,0,0,0.115080984349263
TXN09377,2026-01-12 08:43:37,USR00495,USR00055,9469.02,Food Delivery,P2M,Kolkata,Web,AmazonPay,0,none,8,0,14839.875,-1.8281614584840244,0,14839.875,2829.016666666667,1,0,0,0,0,0.09744255722842698
TXN05787,2026-01-12 08:48:07,USR00201,USR00004,173.89,Rent,P2P,Delhi,iPhone,BHIM,0,none,8,0,1823.26,-1.0796991398384412,0,1823.26,8662.7,1,0,1,0,1,-0.02167617233110508
TXN03266,2026-01-12 08:58:03,USR00415,USR00040,12809.37,Grocery,P2P,Pune,Tablet,AmazonPay,0,none,8,0,7379.35,0.0,0,7379.35,12721.833333333334,1,0,0,0,0,0.0727265014773602
TXN02025,2026-01-12 09:08:27,USR00064,USR00194,528.66,Fuel,P2M,Lucknow,Tablet,BHIM,0,none,9,0,579.7366666666667,-0.4019666017268172,0,579.7366666666667,5750.6,0,0,0,0,0,0.12064326450206492
TXN08279,2026-01-12 09:08:41,USR00170,USR00315,7766.44,Utilities,P2P,Bengaluru,Web,AmazonPay,0,none,9,0,12133.009999999998,-2.8552736546132205,0,12133.009999999998,7505.716666666666,1,0,0,1,0,0.09766847698221454
TXN08047,2026-01-12 09:14:15,USR00384,USR00289,220.48,Rent,P2P,Jaipur,Web,BHIM,0,none,9,0,220.48,0.0,0,220.48,-1.0,0,0,0,0,0,0.11717917983097514
TXN07409,2026-01-12 09:19:15,USR00355,USR00497,2405.42,Grocery,P2M,Delhi,Android_Phone,AmazonPay,0,none,9,0,2001.255,0.7989740142926332,0,2001.255,6312.216666666666,0,1,0,0,1,-0.035674469309207923
TXN08325,2026-01-12 10:00:07,USR00088,USR00374,3187.1,Grocery,P2P,Lucknow,Android_Phone,Paytm,0,none,10,0,2458.04,2.352344036299724,0,2458.04,5926.5,1,0,0,0,0,0.1131989452073669
TXN03980,2026-01-12 10:07:58,USR00023,USR00318,916.02,Utilities,P2M,Delhi,Web,AmazonPay,0,none,10,0,1549.05,0.0,0,1549.05,5258.833333333333,0,0,0,0,0,0.12355166430469433
TXN09965,2026-01-12 10:27:38,USR00214,USR00427,1648.7,Rent,P2M,Chennai,Android_Phone,BHIM,1,new_receiver,10,0,1186.025,0.9996194338400156,0,1186.025,5758.966666666666,0,0,0,0,0,0.11960578613608819
TXN04899,2026-01-12 10:32:28,USR00219,USR00273,847.54,Shopping,P2M,Delhi,Tablet,AmazonPay,0,none,10,0,921.4833333333332,-0.4775163343828925,0,921.4833333333332,1337.0,1,0,0,0,0,0.13261743467778087
TXN04175,2026-01-12 10:52:35,USR00046,USR00409,13335.95,Fuel,P2P,Jaipur,Tablet,Paytm,0,none,10,0,12589.65,0.0,0,12589.65,15163.9,0,0,0,0,0,0.05944806546833481
TXN07527,2026-01-12 10:57:30,USR00362,USR00343,355.75,Grocery,P2M,Pune,Web,AmazonPay,0,none,10,0,215.68,5.8411175979983305,0,215.68,12370.116666666669,0,0,0,1,0,0.06482679683570391
TXN08237,2026-01-12 11:25:24,USR00495,USR00055,4814.41,Shopping,P2P,Kolkata,Web,AmazonPay,0,none,11,0,13049.590000000002,-2.3611924557484354,0,13049.590000000002,161.78333333333333,2,0,0,0,0,0.10691833561638914
TXN06783,2026-01-12 11:28:28,USR00121,USR00145,362.88,P2P Transfer,P2P,Delhi,Web,AmazonPay,0,none,11,0,463.5750000000001,-7.808840635905387,0,463.5750000000001,10300.45,0,0,0,1,0,0.07644680374568241
TXN02682,2026-01-12 11:28:52,USR00138,USR00188,15806.22,Rent,P2P,Surat,Android_Phone,BHIM,0,none,11,0,35686.996,-0.533003174759707,0,35686.996,1035.6333333333334,2,0,0,1,0,0.08580768674069195
TXN08028,2026-01-12 11:45:01,USR00281,USR00494,104.47,Fuel,P2M,Nagpur,Android_Phone,PhonePe,0,none,11,0,172.3,-9.607648725212464,0,172.3,1659.1666666666667,0,0,0,1,0,0.08699852775077788
TXN03611,2026-01-12 11:58:10,USR00281,USR00494,125.43,Utilities,P2M,Nagpur,Android_Phone,PhonePe,0,none,11,0,149.69000000000003,-0.7466724863007598,1,149.69000000000003,13.15,1,0,0,1,0,0.03852615600347914
TXN04319,2026-01-12 12:01:42,USR00027,USR00170,349.89,Education,P2P,Mumbai,Web,PhonePe,0,none,12,0,241.05,0.0,0,241.05,14228.933333333332,1,0,0,0,0,0.1100277716938522
TXN06060,2026-01-12 12:03:14,USR00457,USR00305,10125.24,Healthcare,P2M,Lucknow,Web,GPay,0,none,12,0,8712.713333333333,2.443206159263273,0,8712.713333333333,5993.3,2,0,0,1,0,0.0974471434214173
TXN03009,2026-01-12 12:07:16,USR00076,USR00212,3028.41,Travel,P2M,Delhi,iPhone,Paytm,0,none,12,0,3545.255,-0.6964978615087664,0,3545.255,1612.1666666666667,3,0,0,0,0,0.12693847166638073
TXN00330,2026-01-12 12:09:19,USR00093,USR00372,1196.23,Rent,P2P,Surat,Web,BHIM,0,none,12,0,1196.23,0.0,0,1196.23,-1.0,0,0,0,0,0,0.12408649531146276
TXN04942,2026-01-12 12:16:15,USR00125,USR00425,89.27,Shopping,P2P,Bengaluru,iPhone,AmazonPay,0,none,12,0,85.03,0.0,0,85.03,14619.366666666669,0,0,0,0,0,0.09654771827696801
TXN07733,2026-01-12 12:24:10,USR00108,USR00189,6577.16,Grocery,P2M,Chennai,Tablet,Paytm,0,none,12,0,12936.216666666667,-1.4291225805223948,0,12936.216666666667,2378.55,2,0,0,0,0,0.11438913461045797
TXN09179,2026-01-12 12:27:20,USR00421,USR00242,2959.95,P2P Transfer,P2P,Jaipur,Android_Phone,Paytm,0,none,12,0,1904.0633333333333,2.8666098208528905,0,1904.0633333333333,4592.916666666667,1,0,0,1,0,0.11783574097973559
TXN01469,2026-01-12 12:36:47,USR00488,USR00353,135.44,Entertainment,P2M,Bengaluru,Tablet,BHIM,0,none,12,0,189.035,-1.7230348818517929,0,189.035,3758.733333333333,0,0,0,0,0,0.11442682769656076
TXN05785,2026-01-12 12:38:22,USR00218,USR00434,546.64,Grocery,P2M,Nagpur,Web,BHIM,0,none,12,0,540.2625,0.0543539433782067,0,540.2625,2402.2833333333333,1,0,0,0,0,0.1344879070238496
TXN09061,2026-01-12 12:43:04,USR00410,USR00145,2968.06,P2P Transfer,P2P,Delhi,iPhone,BHIM,0,none,12,0,1591.006666666667,1.8864403714990952,0,1591.006666666667,5752.116666666667,0,0,0,0,0,0.11284696260890775
TXN03959,2026-01-12 12:43:45,USR00180,USR00390,1421.49,Grocery,P2M,Jaipur,Tablet,AmazonPay,0,none,12,0,1003.05,1.8676591802856384,0,1003.05,7051.716666666666,2,0,0,0,0,0.1237022905011102
TXN09308,2026-01-12 13:08:46,USR00040,USR00453,2629.09,Healthcare,P2P,Ahmedabad,Android_Phone,BHIM,0,none,13,0,2630.89,-0.0032812954498923,0,2630.89,3830.366666666667,3,0,0,0,0,0.13140446469069628
TXN10010,2026-01-12 13:34:00,USR00088,USR00465,2186.77,Shopping,P2P,Lucknow,Android_Phone,Paytm,1,rapid_burst,13,0,2640.305,-1.0945132972037104,0,2640.305,213.88333333333333,0,0,0,0,0,0.11750678414206905
TXN10011,2026-01-12 13:37:00,USR00088,USR00374,2987.12,P2P Transfer,P2M,Lucknow,Android_Phone,Paytm,1,rapid_burst,13,0,2549.598,1.0602927126809876,1,2549.598,3.0,2,0,0,1,0,0.03481028789793278
TXN10012,2026-01-12 13:38:00,USR00088,USR00374,3884.55,Education,P2M,Lucknow,Android_Phone,Paytm,1,rapid_burst,13,0,2622.518333333333,3.074635950358332,2,2622.518333333333,1.0,3,0,0,1,1,-0.011904401612926163
TXN07530,2026-01-12 13:39:25,USR00357,USR00027,12707.02,Utilities,P2M,Mumbai,Web,PhonePe,0,none,13,0,9142.395,11.598877409908084,0,9142.395,8803.25,2,0,0,1,0,0.03518229778401599
TXN03065,2026-01-12 13:39:26,USR00290,USR00288,80.37,Rent,P2P,Ahmedabad,Tablet,GPay,0,none,13,0,196.21571428571428,-0.4577339852848687,0,196.21571428571428,5517.266666666666,0,0,0,0,0,0.12087744953707114
TXN04770,2026-01-12 13:43:02,USR00280,USR00355,465.23,Utilities,P2P,Bengaluru,Web,PhonePe,0,none,13,0,355.67,2.2825,0,355.67,4308.0,1,0,0,0,0,0.1224786201024528
TXN06426,2026-01-12 13:48:30,USR00417,USR00052,7991.39,Food Delivery,P2M,Mumbai,iPhone,PhonePe,0,none,13,0,10949.493333333334,-2.9189619723727427,0,10949.493333333334,1245.7666666666669,1,0,0,1,0,0.10238257461791117
TXN07144,2026-01-12 13:48:44,USR00421,USR00242,2420.09,P2P Transfer,P2P,Jaipur,Android_Phone,Paytm,0,none,13,0,2168.035,0.45212200115045,0,2168.035,81.4,2,0,0,0,0,0.12653180349493137
TXN02511,2026-01-12 14:10:39,USR00004,USR00360,784.23,Travel,P2P,Lucknow,Web,PhonePe,0,none,14,0,784.23,0.0,0,784.23,-1.0,0,0,0,0,0,0.12129275810919676
TXN03271,2026-01-12 14:15:49,USR00213,USR00074,1852.08,Healthcare,P2P,Bengaluru,iPhone,GPay,0,none,14,0,6889.9225,-0.5800367652095316,0,6889.9225,1289.8,0,0,0,0,0,0.12286177978656432
TXN02112,2026-01-12 14:17:17,USR00030,USR00409,754.68,Entertainment,P2P,Pune,iPhone,PhonePe,0,none,14,0,1201.9399999999998,-2.5929735033397114,0,1201.9399999999998,10046.816666666668,1,0,0,1,0,0.10373679763449345
TXN02008,2026-01-12 14:18:03,USR00190,USR00031,1860.96,Travel,P2M,Kolkata,iPhone,AmazonPay,0,none,14,0,2470.29,0.0,0,2470.29,6680.65,1,0,0,0,0,0.1295644242017479
TXN02975,2026-01-12 14:21:35,USR00069,USR00117,2735.34,Rent,P2M,Lucknow,Web,AmazonPay,0,none,14,0,2735.34,0.0,0,2735.34,-1.0,0,0,0,0,0,0.11844858844286021
TXN05101,2026-01-12 14:23:25,USR00353,USR00058,339.93,Entertainment,P2M,Jaipur,Tablet,Paytm,0,none,14,0,380.85,0.0,0,380.85,13679.733333333334,0,0,0,0,0,0.10086670586209906
TXN04459,2026-01-12 14:31:16,USR00426,USR00178,163.56,Food Delivery,P2M,Jaipur,Web,Paytm,0,none,14,0,163.56,0.0,0,163.56,-1.0,0,0,0,0,0,0.11784075579944708
TXN04277,2026-01-12 14:49:38,USR00346,USR00378,156.07,Utilities,P2P,Chennai,Android_Phone,AmazonPay,0,none,14,0,175.66500000000002,-0.7088081027310555,0,175.66500000000002,1745.25,0,0,0,0,0,0.12134579072499069
TXN04621,2026-01-12 14:57:26,USR00103,USR00049,447.28,Fuel,P2P,Delhi,Android_Phone,Paytm,0,none,14,0,394.2733333333333,2.1083927617769525,0,394.2733333333333,2740.583333333333,0,0,0,0,0,0.11322891826983883
TXN05826,2026-01-12 15:06:36,USR00109,USR00248,79.37,Healthcare,P2P,Ahmedabad,Web,PhonePe,0,none,15,0,107.0,-2.887147335423199,0,107.0,1256.8333333333333,1,0,0,1,0,0.11124194935675824
TXN00560,2026-01-12 15:10:36,USR00039,USR00115,7001.82,Food Delivery,P2M,Surat,iPhone,GPay,0,none,15,0,5847.9,0.0,0,5847.9,5667.816666666667,0,0,0,0,0,0.10972478521756468
TXN00077,2026-01-12 15:26:54,USR00295,USR00301,315.98,Education,P2P,Kolkata,Android_Phone,AmazonPay,0,none,15,0,394.83,-0.973216489755616,0,394.83,1109.5666666666666,1,0,0,0,0,0.12908873176296776
TXN06513,2026-01-12 15:27:13,USR00412,USR00276,1311.72,Utilities,P2M,Jaipur,Tablet,GPay,0,none,15,0,1497.3249999999998,-0.7499040423425781,0,1497.3249999999998,5876.366666666667,0,0,0,0,0,0.12279573152764489
TXN02951,2026-01-12 15:35:56,USR00323,USR00267,500.32,Food Delivery,P2P,Pune,Tablet,PhonePe,0,none,15,0,500.32,0.0,0,500.32,-1.0,0,0,0,0,0,0.12272893042600408
TXN07632,2026-01-12 15:54:20,USR00442,USR00201,2963.94,Shopping,P2M,Pune,Android_Phone,Paytm,0,none,15,0,2166.11,8.104733848029252,0,2166.11,1176.9666666666667,0,0,0,1,0,0.0751600479789995
TXN08145,2026-01-12 16:01:00,USR00085,USR00176,473.78,Utilities,P2M,Delhi,iPhone,BHIM,0,none,16,0,407.23,0.0,0,407.23,4268.816666666667,0,0,0,0,0,0.1260839051769126
TXN08246,2026-01-12 16:01:12,USR00363,USR00371,2207.53,Shopping,P2M,Hyderabad,Android_Phone,AmazonPay,0,none,16,0,2087.914,0.2360587960221281,0,2087.914,2830.25,3,0,0,0,0,0.12645455549648704
TXN05056,2026-01-12 16:14:07,USR00452,USR00141,2491.81,Healthcare,P2M,Pune,Web,BHIM,0,none,16,0,1885.99,1.686130258218625,0,1885.99,7107.683333333333,1,0,0,0,0,0.12023519169336883
TXN02670,2026-01-12 16:18:36,USR00472,USR00055,7191.74,Utilities,P2P,Nagpur,iPhone,AmazonPay,0,none,16,0,6486.805,0.837005902856908,0,6486.805,3965.05,2,0,0,0,0,0.1173874428769558
TXN00724,2026-01-12 16:22:45,USR00246,USR00073,3515.51,Rent,P2M,Kolkata,iPhone,GPay,0,none,16,0,3300.6733333333336,2.40704036120349,0,3300.6733333333336,6095.9,0,0,0,0,0,0.10470127565175019
TXN02215,2026-01-12 16:26:52,USR00472,USR00313,5526.2,Healthcare,P2M,Nagpur,iPhone,AmazonPay,0,none,16,0,6627.792,-1.3695590094156604,1,6627.792,8.266666666666667,2,0,0,1,0,0.021979384098367638
TXN06285,2026-01-12 16:28:26,USR00096,USR00300,2372.38,Utilities,P2P,Delhi,iPhone,Paytm,0,none,16,0,2262.464,0.8398009821344962,0,2262.464,1622.9333333333334,2,0,0,0,0,0.1279564991750149
TXN07502,2026-01-12 16:29:58,USR00149,USR00221,749.97,Entertainment,P2M,Jaipur,iPhone,GPay,0,none,16,0,839.245,-2.5344215755855197,0,839.245,9144.166666666666,0,0,0,1,0,0.09778749418873273
TXN02795,2026-01-12 16:30:44,USR00470,USR00403,13091.05,Rent,P2P,Lucknow,Web,AmazonPay,0,none,16,0,11005.7725,0.8578007846514115,0,11005.7725,2878.016666666667,1,0,0,0,0,0.09554591593587147
TXN08088,2026-01-12 16:30:57,USR00121,USR00436,467.6,Entertainment,P2P,Delhi,Web,AmazonPay,0,none,16,0,430.0100000000001,0.7731111436013511,0,430.0100000000001,302.4833333333333,0,0,0,0,0,0.11777438032380244
TXN07761,2026-01-12 16:31:08,USR00101,USR00271,47.61,Rent,P2P,Kolkata,Web,GPay,0,none,16,0,54.03,0.0,0,54.03,11571.533333333333,0,0,0,0,0,0.10502019630241294
TXN06827,2026-01-12 16:32:13,USR00177,USR00003,10100.53,Education,P2P,Chennai,Tablet,PhonePe,0,none,16,0,8106.27,0.0,0,8106.27,11139.316666666668,0,0,0,0,0,0.08888166249661611
TXN06840,2026-01-12 16:38:24,USR00252,USR00040,2049.32,Grocery,P2P,Hyderabad,iPhone,AmazonPay,0,none,16,0,3172.06,-2.5206173032672075,0,3172.06,5831.183333333333,2,0,0,1,0,0.11448168763220684
TXN02788,2026-01-12 16:48:36,USR00115,USR00372,2555.76,Utilities,P2P,Jaipur,Android_Phone,PhonePe,0,none,16,0,2741.925,-0.3771537970644543,0,2741.925,3966.4166666666665,0,0,0,0,0,0.1220175156436919
TXN01805,2026-01-12 17:02:49,USR00145,USR00365,15727.63,Utilities,P2M,Ahmedabad,Android_Phone,GPay,0,none,17,0,15891.02,0.0,0,15891.02,3114.4333333333334,0,0,0,1,0,0.07723226631385738
TXN00094,2026-01-12 17:05:25,USR00456,USR00226,12957.96,Entertainment,P2P,Kolkata,Web,Paytm,0,none,17,0,12957.96,0.0,0,12957.96,-1.0,0,0,0,0,0,0.08066927754114095
TXN01319,2026-01-12 18:00:27,USR00046,USR00112,13716.32,Shopping,P2P,Jaipur,Tablet,Paytm,0,none,18,0,12962.8,2.0193487873509293,0,12962.8,427.8666666666667,1,0,0,0,0,0.07335546596153242
TXN09737,2026-01-12 18:09:43,USR00370,USR00091,1384.99,Grocery,P2M,Ahmedabad,Web,AmazonPay,1,new_device,18,0,1378.7283333333337,0.0185580307723911,0,1378.7283333333337,1647.0833333333333,2,1,0,0,1,-0.01803234926759134
TXN06657,2026-01-12 18:17:43,USR00048,USR00232,2106.36,Fuel,P2P,Kolkata,Web,BHIM,0,none,18,0,2206.69,-2.217237569060772,0,2206.69,1763.9833333333331,1,0,0,0,0,0.1104113745971394
TXN05966,2026-01-12 18:38:46,USR00067,USR00278,453.84,Utilities,P2P,Kolkata,iPhone,PhonePe,0,none,18,0,449.09,0.0272847377793095,0,449.09,1719.8,1,0,0,0,0,0.12823249419289878
TXN08969,2026-01-12 18:47:49,USR00494,USR00378,8720.04,Fuel,P2P,Bengaluru,iPhone,AmazonPay,0,none,18,0,9210.485,-0.7486258523066263,0,9210.485,1828.6,3,0,0,0,0,0.10340942175488255
TXN09026,2026-01-12 18:53:38,USR00434,USR00452,211.13,Utilities,P2P,Surat,Web,PhonePe,0,none,18,0,366.435,-12.156947162426636,0,366.435,4893.4,0,0,0,1,0,0.0799679191462574
TXN09616,2026-01-12 19:16:13,USR00428,USR00495,111.26,Fuel,P2P,Ahmedabad,iPhone,AmazonPay,1,"new_device,new_location",19,0,111.26,0.0,0,111.26,-1.0,0,0,0,0,0,0.1102923258307642
TXN05586,2026-01-12 19:28:48,USR00310,USR00065,4130.67,Education,P2P,Hyderabad,iPhone,Paytm,0,none,19,0,3283.3566666666666,2.4006743808779216,0,3283.3566666666666,8481.9,3,0,0,0,0,0.08387011120590371
TXN03489,2026-01-12 19:30:45,USR00347,USR00474,1797.45,Education,P2P,Nagpur,Web,BHIM,0,none,19,0,1953.8566666666663,-0.2691903295684119,0,1953.8566666666663,5779.35,1,0,0,0,0,0.12088181377724022
TXN01401,2026-01-12 19:38:16,USR00184,USR00478,6623.7,Fuel,P2M,Jaipur,Android_Phone,GPay,0,none,19,0,13838.845,-5.642099460042778,0,13838.845,4819.4,1,0,0,1,0,0.07787570574795927
TXN01594,2026-01-12 19:42:21,USR00470,USR00287,8363.48,Grocery,P2P,Lucknow,Web,AmazonPay,0,none,19,0,11422.828,-1.3136922308757235,0,11422.828,191.61666666666667,0,0,0,0,0,0.08839712181404685
TXN04179,2026-01-12 19:50:07,USR00283,USR00055,13985.35,Entertainment,P2P,Chennai,Android_Phone,GPay,0,none,19,0,8917.78,0.0,0,8917.78,14542.4,1,0,0,0,0,0.06127702387891276
TXN09437,2026-01-12 20:00:36,USR00288,USR00013,15457.23,Entertainment,P2M,Pune,Tablet,PhonePe,1,rapid_burst,20,0,15389.56,0.0221903775020325,0,15389.56,14330.316666666668,2,0,0,1,0,0.048350559010681304
TXN01853,2026-01-12 20:01:49,USR00446,USR00350,6035.47,Rent,P2P,Pune,Android_Phone,GPay,0,none,20,0,5122.549999999999,1.416719688387469,0,5122.549999999999,4570.666666666667,0,0,0,0,0,0.09023108032529548
TXN05792,2026-01-12 20:12:17,USR00490,USR00485,401.37,Education,P2M,Ahmedabad,Tablet,AmazonPay,0,none,20,0,282.8966666666667,5.748617038766907,0,282.8966666666667,1324.4833333333331,0,0,0,1,0,0.06446359998884305
TXN06243,2026-01-12 20:35:56,USR00085,USR00327,645.36,Food Delivery,P2P,Delhi,iPhone,BHIM,0,none,20,0,440.505,6.156423741547713,0,440.505,274.93333333333334,0,0,0,1,0,0.058298198010589275
TXN03346,2026-01-12 20:42:18,USR00257,USR00052,120.58,Utilities,P2P,Ahmedabad,Android_Phone,AmazonPay,0,none,20,0,193.72,0.0,0,193.72,6335.533333333334,1,0,0,0,0,0.11354508573779837
TXN01450,2026-01-12 20:44:31,USR00240,USR00495,348.69,Travel,P2P,Delhi,Web,BHIM,0,none,20,0,452.3833333333334,-2.079468416184862,0,452.3833333333334,3123.083333333333,2,0,0,0,0,0.10264639726265168
TXN05699,2026-01-12 20:55:20,USR00133,USR00149,872.63,Food Delivery,P2P,Surat,Android_Phone,GPay,0,none,20,0,1107.63,0.0,0,1107.63,6193.783333333334,0,0,0,0,0,0.10934813448272845
TXN07636,2026-01-12 20:56:38,USR00218,USR00434,249.9,Entertainment,P2P,Nagpur,Web,BHIM,0,none,20,0,541.538,-2.778122809141899,0,541.538,498.26666666666665,2,0,0,1,0,0.0922761866865544
TXN08118,2026-01-12 21:48:53,USR00340,USR00296,628.57,Travel,P2P,Jaipur,Tablet,PhonePe,0,none,21,0,545.4175,0.8523992430818562,0,545.4175,1440.2833333333333,2,0,0,0,0,0.11055537593480791
TXN01998,2026-01-12 21:55:46,USR00018,USR00474,3393.17,Travel,P2M,Mumbai,Android_Phone,PhonePe,0,none,21,0,4980.178999999999,-1.0531598320165472,0,4980.178999999999,3319.9333333333334,1,0,0,0,0,0.09767484693223344
TXN02178,2026-01-12 21:58:03,USR00240,USR00422,413.51,Education,P2P,Delhi,Web,BHIM,0,none,21,0,426.46,-0.2078737553875626,0,426.46,73.53333333333333,0,0,0,0,0,0.09962787273553131
TXN00120,2026-01-12 22:00:26,USR00477,USR00408,305.98,Healthcare,P2P,Surat,Web,PhonePe,0,none,22,0,201.1075,2.134765132757532,0,201.1075,7346.216666666666,0,0,0,0,0,0.07615356374610172
TXN09329,2026-01-12 22:06:41,USR00060,USR00116,1570.93,Grocery,P2P,Delhi,Web,PhonePe,0,none,22,0,1455.82,0.345511676757438,0,1455.82,4995.466666666666,1,0,0,0,0,0.10453936478602865
TXN09444,2026-01-12 22:06:50,USR00229,USR00261,11242.98,Utilities,P2M,Mumbai,Web,AmazonPay,1,new_location,22,0,11844.993333333334,-0.1938733329247237,0,11844.993333333334,5057.7,0,0,1,0,1,-0.05466621465693733
TXN08042,2026-01-12 22:24:42,USR00480,USR00211,178.15,Food Delivery,P2M,Nagpur,Web,GPay,0,none,22,0,303.41,-1.3392494386827751,0,303.41,6163.466666666666,0,0,0,0,0,0.08495053981203105
TXN00799,2026-01-12 22:48:08,USR00490,USR00073,272.43,Entertainment,P2P,Ahmedabad,Tablet,AmazonPay,0,none,22,0,312.515,-0.7379889452384927,0,312.515,155.85,0,0,0,0,0,0.08918671273347567
TXN09558,2026-01-13 01:18:54,USR00155,USR00062,168.35,Entertainment,P2P,Chennai,Android_Phone,BHIM,1,odd_hour,1,1,255.555,-1.822656494931551,0,255.555,9033.733333333334,1,0,0,0,0,0.052406205733033284
TXN09866,2026-01-13 03:35:44,USR00101,USR00309,24.09,Fuel,P2P,Kolkata,Web,GPay,1,odd_hour,3,1,50.82,-8.327102803738315,0,50.82,664.6,0,0,0,1,0,0.05192796772391273
TXN06975,2026-01-13 06:04:09,USR00065,USR00338,510.56,Grocery,P2M,Pune,Android_Phone,PhonePe,0,none,6,1,510.545,0.0001803209713288,0,510.545,14873.6,0,0,0,0,0,0.09376933540607141
TXN04727,2026-01-13 06:12:03,USR00456,USR00420,13158.16,Fuel,P2P,Kolkata,Web,Paytm,0,none,6,1,12957.96,0.0,0,12957.96,786.6333333333333,0,0,0,0,0,0.09061213395522655
TXN06287,2026-01-13 06:24:15,USR00136,USR00069,512.94,P2P Transfer,P2P,Nagpur,Tablet,BHIM,0,none,6,1,549.51,-0.196001715082002,0,549.51,7053.5,0,0,0,0,0,0.1228310229175002
TXN09750,2026-01-13 06:30:52,USR00345,USR00146,15133.37,Travel,P2M,Pune,Android_Phone,Paytm,1,high_amount,6,1,1848.2825,34.02269240846091,0,1848.2825,7940.766666666666,0,0,0,1,1,-0.03862362880711201
TXN05935,2026-01-13 06:42:56,USR00430,USR00016,13572.1,P2P Transfer,P2P,Delhi,iPhone,BHIM,0,none,6,1,69602.69666666667,-0.7354807120497076,0,69602.69666666667,4990.483333333334,0,0,0,0,0,0.08449481260808761
TXN07326,2026-01-13 06:49:47,USR00094,USR00120,5160.92,Entertainment,P2P,Pune,Web,GPay,0,none,6,1,3082.15,4.055683059287988,0,3082.15,7221.366666666667,1,0,0,1,0,0.09280623509025249
TXN07284,2026-01-13 06:51:38,USR00270,USR00433,275.25,Entertainment,P2P,Pune,Android_Phone,Paytm,0,none,6,1,420.815,-2.2181333333333333,0,420.815,3585.25,1,0,0,0,0,0.11806145206099028
TXN00147,2026-01-13 06:59:13,USR00461,USR00198,1597.38,Fuel,P2P,Nagpur,Tablet,AmazonPay,0,none,6,1,1597.38,0.0,0,1597.38,-1.0,0,0,0,0,0,0.1208487241881025
TXN01590,2026-01-13 07:16:49,USR00185,USR00469,19438.02,Fuel,P2P,Chennai,Tablet,BHIM,0,none,7,1,16949.95,0.0,0,16949.95,13923.733333333334,0,0,0,1,0,0.03797726351047925
TXN07508,2026-01-13 07:17:48,USR00133,USR00123,1306.25,Grocery,P2M,Surat,Android_Phone,GPay,0,none,7,1,990.13,2.690382978723402,0,990.13,622.4666666666667,0,0,0,1,0,0.1133646856429229
TXN00551,2026-01-13 07:24:14,USR00140,USR00085,508.8,Food Delivery,P2P,Hyderabad,Web,BHIM,0,none,7,1,489.42,0.2332972192127121,0,489.42,1951.4166666666667,2,0,0,0,0,0.13898229163583953
TXN02463,2026-01-13 07:31:15,USR00015,USR00276,3781.18,Fuel,P2P,Hyderabad,iPhone,AmazonPay,0,none,7,1,2532.73,1.9020030505008476,0,2532.73,2053.016666666667,1,0,0,0,0,0.12088457744523284
TXN02652,2026-01-13 07:37:40,USR00368,USR00207,1530.06,Entertainment,P2P,Lucknow,Android_Phone,AmazonPay,0,none,7,1,1420.21,0.5738521556576868,0,1420.21,1464.1,0,0,0,0,0,0.1296700757629774
TXN05858,2026-01-13 07:40:02,USR00449,USR00483,851.1,Utilities,P2P,Mumbai,Web,Paytm,0,none,7,1,972.77,0.0,0,972.77,14413.816666666668,0,0,0,0,0,0.10374481812045888
TXN06103,2026-01-13 07:42:32,USR00326,USR00218,598.02,Fuel,P2M,Chennai,Web,GPay,0,none,7,1,598.02,0.0,0,598.02,-1.0,0,0,0,0,0,0.12737265021415323
TXN09039,2026-01-13 07:43:36,USR00063,USR00288,6538.95,P2P Transfer,P2P,Bengaluru,Android_Phone,Paytm,0,none,7,1,7629.486666666667,-1.1345324137124353,0,7629.486666666667,5422.583333333333,1,0,0,0,0,0.11906730938752874
TXN01158,2026-01-13 07:45:25,USR00115,USR00397,1716.98,P2P Transfer,P2P,Jaipur,Android_Phone,PhonePe,0,none,7,1,2679.8700000000003,-2.3344434718897302,0,2679.8700000000003,896.8166666666667,0,0,0,0,0,0.11697216600812299
